mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,fitness_mean,fitness_std,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,mse_chance_mean,mse_chance_std,mse_utility_mean,mse_utility_std,entropy_norm_mean,entropy_norm_std,util_dev_mean,util_dev_std
utility_only,symmetric,1.0,1.0,margin,top50,1,5,20,35.60,15.60,15,60,0.127519,0.191102,96.00,2.00,95.00,100.00,0.000000,0.000000,22.208455,5.304818,18.825307,0.000000,44.428146,0.032554
utility_only,symmetric,1.0,1.0,margin,top50,2,10,20,43.60,8.43,37,60,0.369313,0.229036,96.00,2.00,95.00,100.00,0.000000,0.000000,17.880363,4.643784,18.825307,0.000000,44.444338,0.000154
utility_only,symmetric,1.0,1.0,margin,top50,4,20,20,47.00,15.52,23,60,1.091566,0.555873,97.00,2.45,95.00,100.00,0.000000,0.000000,12.441626,2.681666,18.825307,0.000000,40.821101,5.138148
utility_only,symmetric,1.0,1.0,margin,top50,8,40,20,46.20,11.60,27,60,2.284884,1.176665,97.00,2.45,95.00,100.00,0.000000,0.000000,18.306178,3.382134,18.825307,0.000000,44.008302,0.872282
utility_only,symmetric,1.0,1.0,softmax,top50,1,5,20,22.80,6.40,14,30,0.352547,0.062008,96.00,2.00,95.00,100.00,0.000000,0.000000,22.302989,5.834197,18.825307,0.000000,43.956412,0.975904
utility_only,symmetric,1.0,1.0,softmax,top50,2,10,20,23.20,3.87,17,28,0.689731,0.133145,96.00,2.00,95.00,100.00,0.000000,0.000000,15.592728,4.570286,18.825307,0.000000,42.163964,1.998207
utility_only,symmetric,1.0,1.0,softmax,top50,4,20,20,21.40,3.72,16,26,1.493005,0.338726,97.00,2.45,95.00,100.00,0.000000,0.000000,11.969940,3.124600,18.825307,0.000000,42.377812,2.048418
utility_only,symmetric,1.0,1.0,softmax,top50,8,40,20,22.20,6.49,15,34,2.933287,0.594566,97.00,2.45,95.00,100.00,0.000000,0.000000,16.089069,6.191774,18.825307,0.000000,41.773177,5.331040
utility_only,symmetric,1.0,1.0,regret,top50,1,5,20,1.00,0.00,1,1,0.007797,0.007336,100.00,0.00,100.00,100.00,0.000000,0.000000,7.055578,1.685513,18.825307,0.000000,43.356601,0.465276
utility_only,symmetric,1.0,1.0,regret,top50,2,10,20,1.00,0.00,1,1,0.022911,0.009378,100.00,0.00,100.00,100.00,0.000000,0.000000,7.055578,1.685513,18.825307,0.000000,43.356601,0.465276
